,census_tract,population,female_population,median_household_income,0_to_9_years_old,10_to_19_years_old,20_to_29_years_old,30_to_39_years_old,40_to_49_years_old,50_to_59_years_old,60_to_69_years_old,70_to_79_years_old,80_years_old_and_older,total_households,households_whose_annual_income_less_than_10000_dollars,households_whose_annual_income_between_10000_and_50000_dollars,households_whose_annual_income_between_50000_and_200000_dollars,households_whose_annual_income_greater_than_200000_dollars,total_workforce,workforce_in_labor,healthcare_worker,commuting_by_car_or_truck_or_van,commuting_by_public_transportation_except_taxicabs,commuting_by_walk,commuting_by_taxicab_or_motorcycle_or_bicycle_or_other_means,commuting_time_less_than_20_minutes,commuting_time_between_20_and_60_minutes,commuting_time_over_60_minutes,white,black_or_african_american,american_indian_and_alaska_native,asian,non_hispanic_white,hispanic_or_latino,no_schooling_completed,high_schooling_graduate,bachelor's_degree,occupied_housing_units,owner_occupied_housing_units,no_health_insurance_covered
737,48439105502,6389,3508,,1148.0,767.0,721.0,881.0,848.0,657.0,799.0,416.0,152.0,2267.0,202.0,916.0,1094.0,55.0,4626.0,3075.0,369.0,2594.0,11.0,47.0,35.0,1226.0,1281.0,180.0,4601.0,1274.0,0.0,67.0,3284.0,1724.0,42.0,1051.0,1060.0,9832.0,7855.0,1056.0
738,48439101202,4730,2312,,878.0,742.0,923.0,679.0,529.0,542.0,303.0,103.0,31.0,1312.0,85.0,797.0,430.0,0.0,3307.0,2148.0,175.0,1760.0,3.0,47.0,0.0,957.0,730.0,123.0,3529.0,215.0,155.0,48.0,1074.0,3271.0,157.0,603.0,149.0,5828.0,5822.0,1848.0
739,48439101201,1880,935,,284.0,328.0,196.0,185.0,271.0,257.0,179.0,103.0,77.0,599.0,53.0,230.0,258.0,58.0,1413.0,843.0,61.0,704.0,0.0,6.0,20.0,313.0,374.0,43.0,1357.0,106.0,0.0,91.0,670.0,1001.0,81.0,331.0,140.0,3958.0,3957.0,514.0
740,48113017602,4107,2130,,481.0,1057.0,484.0,441.0,830.0,363.0,342.0,86.0,23.0,1203.0,12.0,609.0,555.0,27.0,2886.0,1965.0,183.0,1569.0,36.0,13.0,192.0,618.0,944.0,248.0,2674.0,1320.0,7.0,42.0,989.0,1778.0,56.0,682.0,125.0,3942.0,3964.0,836.0
741,48113016617,4434,2209,,434.0,511.0,494.0,577.0,317.0,807.0,931.0,253.0,110.0,1638.0,15.0,372.0,1023.0,228.0,3700.0,2449.0,256.0,2185.0,16.0,0.0,18.0,707.0,1250.0,262.0,1301.0,2874.0,0.0,116.0,993.0,460.0,10.0,592.0,988.0,5972.0,5970.0,571.0
742,48085030524,2689,1355,,440.0,569.0,132.0,512.0,547.0,204.0,177.0,69.0,39.0,802.0,0.0,131.0,639.0,32.0,1861.0,1313.0,136.0,1154.0,0.0,0.0,0.0,315.0,680.0,159.0,1778.0,567.0,9.0,191.0,1379.0,500.0,13.0,390.0,453.0,4007.0,4008.0,273.0
743,48439113803,5839,2981,,965.0,876.0,731.0,952.0,856.0,815.0,343.0,189.0,112.0,1881.0,34.0,411.0,1411.0,25.0,4370.0,3289.0,361.0,2914.0,12.0,34.0,42.0,652.0,2061.0,289.0,4775.0,251.0,128.0,197.0,4170.0,1136.0,38.0,892.0,577.0,5961.0,5961.0,770.0
744,48439111537,6182,3447,,889.0,694.0,1330.0,784.0,999.0,821.0,431.0,216.0,18.0,2140.0,83.0,826.0,1199.0,32.0,4932.0,3869.0,377.0,3378.0,0.0,68.0,104.0,1199.0,1999.0,352.0,2781.0,2232.0,6.0,732.0,1408.0,1671.0,23.0,1201.0,1027.0,3995.0,3997.0,1144.0
745,48439105205,5390,2568,,1047.0,686.0,1159.0,531.0,640.0,768.0,241.0,163.0,155.0,2285.0,380.0,1216.0,689.0,0.0,4003.0,2838.0,364.0,2283.0,28.0,104.0,41.0,1376.0,911.0,169.0,2795.0,1847.0,22.0,8.0,1979.0,1292.0,28.0,1185.0,183.0,7908.0,1973.0,1519.0
746,48439113710,4236,2185,,536.0,678.0,609.0,698.0,827.0,452.0,281.0,109.0,46.0,1628.0,19.0,562.0,984.0,63.0,3175.0,2524.0,229.0,2250.0,18.0,0.0,26.0,1198.0,1018.0,78.0,3424.0,219.0,0.0,67.0,2559.0,1174.0,10.0,491.0,744.0,3967.0,3971.0,973.0
747,48113018600,3809,1705,,669.0,577.0,399.0,546.0,421.0,443.0,380.0,216.0,158.0,1360.0,51.0,636.0,658.0,15.0,2769.0,1762.0,183.0,1526.0,13.0,0.0,49.0,476.0,956.0,156.0,3181.0,134.0,17.0,0.0,1772.0,1820.0,59.0,668.0,429.0,5871.0,5869.0,785.0
748,48251130602,2133,1111,,344.0,263.0,206.0,250.0,178.0,366.0,319.0,155.0,52.0,788.0,39.0,262.0,459.0,28.0,1670.0,996.0,126.0,855.0,6.0,0.0,20.0,408.0,368.0,105.0,1993.0,0.0,0.0,0.0,1621.0,403.0,10.0,442.0,213.0,3982.0,3983.0,348.0
749,48113012000,7766,4292,,1900.0,1280.0,1404.0,937.0,768.0,713.0,452.0,169.0,143.0,2389.0,342.0,1426.0,621.0,0.0,5012.0,3152.0,466.0,2771.0,60.0,21.0,0.0,695.0,1792.0,365.0,4676.0,2954.0,38.0,0.0,261.0,4525.0,99.0,1457.0,203.0,7890.0,7851.0,2417.0
750,48121020112,3266,1587,,628.0,418.0,219.0,694.0,588.0,355.0,254.0,101.0,9.0,1095.0,22.0,126.0,902.0,45.0,2343.0,1891.0,176.0,1559.0,9.0,5.0,18.0,380.0,942.0,269.0,2395.0,389.0,21.0,268.0,2034.0,452.0,27.0,267.0,774.0,2006.0,2005.0,195.0
751,48113007700,5226,2882,,432.0,232.0,506.0,379.0,684.0,829.0,815.0,349.0,1000.0,2839.0,208.0,707.0,1051.0,873.0,4641.0,2577.0,322.0,2134.0,13.0,35.0,52.0,1382.0,815.0,37.0,4898.0,0.0,0.0,85.0,4673.0,357.0,13.0,236.0,1958.0,7876.0,7855.0,123.0
752,48251130409,6248,3415,,677.0,748.0,594.0,499.0,836.0,1233.0,1017.0,522.0,122.0,2329.0,169.0,967.0,1191.0,2.0,5229.0,2863.0,301.0,2389.0,0.0,114.0,35.0,722.0,1402.0,414.0,5770.0,8.0,133.0,153.0,5199.0,704.0,80.0,1533.0,560.0,7911.0,7911.0,779.0
753,48439111003,2950,1391,,391.0,339.0,354.0,344.0,400.0,372.0,361.0,245.0,144.0,995.0,11.0,302.0,678.0,4.0,2309.0,1437.0,223.0,1256.0,4.0,0.0,8.0,462.0,737.0,69.0,2302.0,384.0,0.0,68.0,1411.0,1016.0,19.0,530.0,312.0,5922.0,5921.0,387.0
754,48439113405,5902,3162,,643.0,545.0,1075.0,792.0,832.0,669.0,598.0,442.0,306.0,2521.0,128.0,1149.0,1213.0,31.0,4953.0,3453.0,384.0,2825.0,36.0,90.0,45.0,1423.0,1384.0,189.0,4915.0,446.0,123.0,31.0,4032.0,1235.0,28.0,950.0,880.0,9875.0,5930.0,1404.0
755,48439101302,3337,1616,,416.0,513.0,495.0,351.0,464.0,572.0,274.0,187.0,65.0,1053.0,31.0,638.0,384.0,0.0,2597.0,1580.0,194.0,1091.0,54.0,31.0,130.0,505.0,720.0,81.0,1803.0,1063.0,8.0,10.0,954.0,1243.0,49.0,755.0,140.0,5866.0,5862.0,948.0
756,48113011001,7009,3628,,764.0,893.0,835.0,695.0,632.0,1064.0,1332.0,530.0,264.0,2735.0,261.0,1465.0,984.0,25.0,5750.0,3120.0,351.0,2576.0,298.0,1.0,0.0,858.0,1766.0,251.0,1192.0,5685.0,0.0,1.0,270.0,995.0,22.0,1786.0,490.0,11788.0,9818.0,1351.0
757,48085030305,10539,5606,,1416.0,1736.0,804.0,1594.0,1566.0,1622.0,898.0,540.0,363.0,3520.0,100.0,657.0,2268.0,495.0,8073.0,5717.0,579.0,4903.0,1.0,16.0,39.0,1370.0,2976.0,613.0,9617.0,263.0,0.0,118.0,8594.0,1511.0,8.0,1394.0,2378.0,11951.0,11944.0,811.0
758,48439106202,5210,2630,,1229.0,842.0,628.0,734.0,453.0,478.0,410.0,328.0,108.0,1716.0,254.0,1146.0,316.0,0.0,3426.0,1836.0,184.0,1450.0,49.0,9.0,16.0,665.0,840.0,19.0,1100.0,3710.0,0.0,0.0,519.0,928.0,97.0,994.0,133.0,5904.0,5886.0,1230.0
759,48113010703,2833,1364,,528.0,498.0,490.0,429.0,311.0,247.0,224.0,63.0,43.0,795.0,44.0,476.0,244.0,31.0,1970.0,1277.0,131.0,1011.0,35.0,7.0,115.0,385.0,700.0,83.0,2130.0,294.0,0.0,8.0,152.0,2365.0,78.0,384.0,92.0,3955.0,3964.0,1092.0
760,48439113928,9552,4921,,1929.0,1551.0,994.0,2065.0,1561.0,806.0,317.0,235.0,94.0,3012.0,82.0,338.0,2461.0,131.0,6559.0,5132.0,542.0,4449.0,1.0,0.0,30.0,1278.0,2715.0,487.0,7523.0,552.0,0.0,361.0,5785.0,2133.0,44.0,1090.0,1706.0,4009.0,4009.0,739.0
761,48139060213,6645,3358,,847.0,873.0,600.0,602.0,997.0,1229.0,752.0,555.0,190.0,2374.0,104.0,625.0,1393.0,252.0,5230.0,3396.0,423.0,2916.0,66.0,0.0,2.0,1268.0,1315.0,401.0,5816.0,164.0,47.0,154.0,4848.0,1401.0,35.0,1277.0,708.0,5980.0,5980.0,891.0
762,48121021719,4381,2139,,401.0,862.0,280.0,498.0,835.0,839.0,431.0,88.0,147.0,1442.0,27.0,151.0,840.0,424.0,3439.0,2416.0,215.0,1880.0,17.0,14.0,36.0,515.0,1258.0,174.0,3896.0,148.0,45.0,203.0,3602.0,318.0,26.0,389.0,1248.0,3988.0,3987.0,145.0
763,48439113510,4169,2076,,626.0,358.0,475.0,854.0,603.0,552.0,476.0,125.0,100.0,1698.0,30.0,890.0,757.0,21.0,3223.0,2389.0,283.0,2165.0,34.0,14.0,9.0,875.0,1290.0,57.0,2396.0,360.0,0.0,1003.0,1668.0,833.0,32.0,670.0,842.0,5960.0,5971.0,979.0
764,48439106600,2297,1079,,467.0,238.0,627.0,248.0,285.0,269.0,107.0,42.0,14.0,1060.0,128.0,657.0,245.0,30.0,1720.0,1255.0,79.0,1076.0,9.0,42.0,42.0,505.0,624.0,40.0,1955.0,150.0,74.0,32.0,1293.0,811.0,15.0,383.0,128.0,3973.0,0.0,492.0
765,48439101500,3659,1803,,377.0,387.0,702.0,432.0,404.0,589.0,434.0,196.0,138.0,1368.0,204.0,690.0,398.0,76.0,3035.0,1742.0,101.0,1486.0,20.0,0.0,77.0,496.0,931.0,156.0,2224.0,547.0,41.0,256.0,1100.0,1779.0,78.0,810.0,257.0,9717.0,9749.0,1132.0
766,48113019501,7130,3916,,1416.0,1326.0,154.0,906.0,1523.0,824.0,488.0,378.0,115.0,2220.0,39.0,73.0,831.0,1277.0,4712.0,3049.0,469.0,2610.0,0.0,21.0,44.0,1680.0,951.0,44.0,6715.0,0.0,0.0,366.0,6369.0,395.0,0.0,86.0,1827.0,9842.0,9861.0,26.0
767,48439100900,1799,883,,291.0,210.0,299.0,211.0,254.0,250.0,122.0,97.0,65.0,556.0,34.0,388.0,134.0,0.0,1434.0,829.0,69.0,740.0,0.0,6.0,14.0,326.0,314.0,120.0,1224.0,0.0,0.0,0.0,112.0,1687.0,99.0,278.0,46.0,3878.0,3878.0,670.0
768,48251130405,5733,2853,,585.0,768.0,582.0,370.0,768.0,1382.0,669.0,419.0,190.0,1940.0,68.0,483.0,1236.0,153.0,4583.0,3191.0,337.0,2737.0,0.0,15.0,0.0,527.0,1975.0,250.0,5637.0,25.0,0.0,31.0,4889.0,774.0,1.0,1057.0,855.0,7950.0,7964.0,766.0
769,48113013711,3587,1890,,680.0,777.0,538.0,574.0,436.0,250.0,228.0,87.0,17.0,947.0,33.0,558.0,352.0,4.0,2470.0,1801.0,126.0,1558.0,59.0,23.0,0.0,809.0,741.0,90.0,2002.0,181.0,0.0,81.0,500.0,2811.0,33.0,499.0,61.0,3935.0,3936.0,1317.0
770,48439113111,4564,2364,,693.0,549.0,1497.0,685.0,542.0,418.0,145.0,29.0,6.0,2132.0,236.0,1500.0,378.0,18.0,3542.0,2695.0,351.0,2124.0,0.0,102.0,54.0,1131.0,1097.0,52.0,2095.0,2031.0,58.0,70.0,1155.0,1160.0,9.0,678.0,369.0,7937.0,1986.0,1290.0
771,48121021720,3404,1629,,505.0,614.0,274.0,338.0,897.0,444.0,217.0,85.0,30.0,1016.0,14.0,49.0,755.0,198.0,2527.0,1993.0,205.0,1674.0,18.0,13.0,4.0,538.0,1059.0,112.0,2297.0,258.0,0.0,709.0,2018.0,314.0,20.0,182.0,841.0,4001.0,4000.0,53.0
772,48085030406,3650,2078,,507.0,610.0,527.0,699.0,374.0,505.0,286.0,98.0,44.0,1375.0,35.0,617.0,567.0,156.0,2728.0,2057.0,181.0,1776.0,9.0,0.0,11.0,1082.0,666.0,48.0,2499.0,203.0,12.0,181.0,1626.0,1613.0,0.0,488.0,544.0,3994.0,3996.0,800.0
773,48439113626,3970,2015,,352.0,565.0,447.0,469.0,581.0,533.0,554.0,328.0,141.0,1552.0,17.0,421.0,998.0,116.0,3233.0,2249.0,143.0,1893.0,7.0,35.0,17.0,652.0,1151.0,149.0,3538.0,108.0,0.0,178.0,2933.0,670.0,37.0,548.0,885.0,3966.0,3967.0,248.0
774,48113003800,2233,1315,,349.0,265.0,296.0,273.0,202.0,377.0,218.0,135.0,118.0,842.0,226.0,455.0,161.0,0.0,1733.0,898.0,89.0,580.0,114.0,27.0,15.0,257.0,368.0,111.0,248.0,1985.0,0.0,0.0,63.0,194.0,24.0,527.0,55.0,5830.0,5823.0,592.0
775,48085031508,6744,3612,,1037.0,897.0,1155.0,809.0,1153.0,912.0,510.0,229.0,42.0,2352.0,53.0,840.0,1383.0,76.0,5214.0,3863.0,373.0,3216.0,0.0,80.0,0.0,1714.0,1450.0,132.0,4854.0,815.0,16.0,414.0,4239.0,894.0,45.0,804.0,1277.0,5969.0,3951.0,1555.0
776,48113002200,2318,1093,,15.0,185.0,901.0,420.0,294.0,120.0,168.0,142.0,73.0,1329.0,196.0,470.0,625.0,38.0,2295.0,1642.0,216.0,1269.0,88.0,113.0,10.0,714.0,756.0,10.0,1476.0,507.0,0.0,151.0,1335.0,176.0,0.0,171.0,636.0,3996.0,2001.0,191.0
777,48113013805,3513,1608,,239.0,183.0,1363.0,753.0,477.0,350.0,117.0,23.0,8.0,2027.0,102.0,919.0,950.0,56.0,3159.0,2645.0,208.0,2315.0,18.0,45.0,38.0,1019.0,1317.0,80.0,1964.0,463.0,6.0,379.0,1511.0,1062.0,0.0,339.0,778.0,3956.0,0.0,874.0
778,48085031506,9043,4564,,1542.0,1366.0,1561.0,1255.0,1025.0,974.0,722.0,308.0,290.0,3221.0,73.0,1470.0,1644.0,34.0,6642.0,4842.0,266.0,4143.0,29.0,112.0,0.0,1770.0,2124.0,390.0,6683.0,1475.0,0.0,413.0,5057.0,1880.0,41.0,1311.0,841.0,7930.0,7918.0,2158.0
779,48439110203,8836,4137,,1388.0,1359.0,1547.0,1198.0,1419.0,1233.0,397.0,238.0,57.0,3004.0,48.0,1180.0,1675.0,101.0,6462.0,4821.0,568.0,4135.0,0.0,18.0,194.0,1596.0,2373.0,378.0,6354.0,1237.0,0.0,326.0,4440.0,2953.0,120.0,1624.0,738.0,7979.0,7984.0,1694.0
780,48439111521,8042,4110,,1409.0,1574.0,1158.0,1127.0,903.0,907.0,662.0,181.0,121.0,2532.0,116.0,1236.0,1175.0,5.0,5785.0,3986.0,378.0,3198.0,17.0,120.0,22.0,1649.0,1542.0,166.0,3936.0,2679.0,21.0,757.0,1548.0,3075.0,130.0,1303.0,757.0,7933.0,7932.0,2363.0
781,48113016902,6001,1791,,662.0,860.0,1200.0,1193.0,1089.0,508.0,326.0,115.0,48.0,1195.0,75.0,668.0,441.0,11.0,4877.0,1739.0,133.0,1518.0,4.0,0.0,31.0,439.0,935.0,179.0,3296.0,2277.0,36.0,0.0,1445.0,2226.0,66.0,1492.0,210.0,5946.0,5943.0,970.0
782,48439113618,5654,2925,,591.0,628.0,756.0,684.0,641.0,932.0,667.0,528.0,227.0,2244.0,19.0,876.0,1216.0,133.0,4689.0,2963.0,379.0,2659.0,16.0,58.0,17.0,954.0,1587.0,209.0,4943.0,556.0,28.0,27.0,4364.0,708.0,2.0,770.0,747.0,7905.0,7901.0,572.0
783,48113009301,5557,2677,,1302.0,876.0,1013.0,644.0,892.0,522.0,150.0,113.0,45.0,1259.0,44.0,693.0,522.0,0.0,3708.0,2300.0,249.0,2100.0,8.0,0.0,35.0,358.0,1616.0,169.0,5102.0,106.0,0.0,43.0,351.0,5032.0,62.0,891.0,48.0,5864.0,5862.0,2208.0
784,48113016619,3635,2139,,465.0,499.0,590.0,393.0,449.0,495.0,366.0,313.0,65.0,1489.0,50.0,856.0,583.0,0.0,2898.0,1823.0,223.0,1550.0,13.0,22.0,56.0,539.0,800.0,302.0,1057.0,2530.0,12.0,0.0,467.0,641.0,15.0,751.0,410.0,5948.0,3948.0,542.0
785,48439113607,4048,1923,,422.0,613.0,541.0,583.0,554.0,762.0,344.0,136.0,93.0,1760.0,99.0,837.0,788.0,36.0,3225.0,2361.0,288.0,1964.0,48.0,40.0,13.0,700.0,1245.0,120.0,3086.0,402.0,20.0,71.0,2699.0,561.0,0.0,846.0,432.0,7862.0,7848.0,809.0
786,48085030514,7361,3601,,1237.0,1130.0,550.0,1440.0,1136.0,927.0,537.0,256.0,148.0,2366.0,36.0,426.0,1742.0,162.0,5421.0,3842.0,389.0,3012.0,30.0,0.0,106.0,957.0,1998.0,193.0,5648.0,870.0,0.0,582.0,4936.0,779.0,0.0,940.0,1333.0,7987.0,7989.0,585.0
787,48113018002,3330,1717,,512.0,625.0,441.0,396.0,499.0,403.0,234.0,156.0,64.0,1061.0,74.0,494.0,483.0,10.0,2440.0,1681.0,165.0,1562.0,12.0,0.0,37.0,492.0,1005.0,114.0,2679.0,208.0,80.0,151.0,967.0,1981.0,77.0,521.0,245.0,3949.0,3945.0,961.0
788,48113009611,3695,1949,,554.0,452.0,579.0,381.0,516.0,598.0,428.0,103.0,84.0,1241.0,44.0,497.0,687.0,13.0,2858.0,2023.0,258.0,1661.0,0.0,35.0,26.0,562.0,1020.0,140.0,3204.0,258.0,0.0,108.0,1537.0,1792.0,124.0,625.0,292.0,5916.0,5907.0,843.0
789,48113007604,3186,1586,,444.0,417.0,136.0,316.0,443.0,741.0,498.0,122.0,69.0,1186.0,7.0,74.0,490.0,615.0,2479.0,1533.0,203.0,1311.0,0.0,0.0,9.0,824.0,457.0,39.0,2789.0,284.0,0.0,113.0,2699.0,90.0,16.0,66.0,1055.0,5949.0,5973.0,239.0
790,48085031317,9025,4762,,1703.0,1231.0,862.0,1422.0,1436.0,1141.0,716.0,397.0,117.0,2647.0,38.0,276.0,2093.0,240.0,6588.0,4616.0,341.0,3816.0,141.0,15.0,10.0,836.0,2803.0,343.0,5723.0,1824.0,74.0,882.0,5209.0,961.0,63.0,907.0,1704.0,5998.0,5998.0,544.0
791,48439123400,2131,990,,124.0,103.0,395.0,306.0,173.0,345.0,368.0,145.0,172.0,888.0,169.0,347.0,355.0,17.0,1976.0,1006.0,108.0,743.0,0.0,51.0,65.0,480.0,357.0,22.0,1618.0,224.0,7.0,52.0,1195.0,626.0,58.0,404.0,345.0,5860.0,3878.0,399.0
792,48121020401,8347,4239,,1162.0,1165.0,1644.0,1076.0,1408.0,1033.0,539.0,202.0,118.0,2844.0,103.0,1020.0,1693.0,28.0,6395.0,4898.0,588.0,4399.0,0.0,107.0,23.0,1852.0,2106.0,571.0,7433.0,513.0,26.0,171.0,5671.0,1940.0,122.0,1289.0,1217.0,3994.0,4006.0,1414.0
793,48113019026,5385,2684,,609.0,453.0,627.0,610.0,408.0,975.0,884.0,477.0,342.0,1895.0,46.0,682.0,1123.0,44.0,4518.0,2808.0,390.0,2482.0,58.0,15.0,0.0,712.0,1711.0,132.0,3210.0,604.0,25.0,945.0,2376.0,1445.0,161.0,905.0,709.0,9902.0,9895.0,1126.0
794,48439110202,4231,2216,,500.0,764.0,500.0,502.0,529.0,727.0,429.0,259.0,21.0,1170.0,9.0,417.0,714.0,30.0,3289.0,2308.0,189.0,2043.0,0.0,9.0,9.0,805.0,1188.0,68.0,3467.0,0.0,0.0,435.0,1444.0,2278.0,51.0,993.0,112.0,7844.0,7844.0,1253.0
795,48439110402,4819,2355,,1027.0,648.0,716.0,703.0,612.0,563.0,255.0,165.0,130.0,1359.0,194.0,605.0,560.0,0.0,3359.0,2047.0,66.0,1512.0,43.0,8.0,21.0,622.0,803.0,159.0,3510.0,41.0,52.0,156.0,1934.0,2537.0,90.0,1321.0,124.0,9797.0,9792.0,1217.0
796,48439106507,1913,962,,148.0,147.0,318.0,163.0,149.0,286.0,161.0,196.0,345.0,936.0,69.0,404.0,441.0,22.0,1704.0,963.0,85.0,753.0,48.0,0.0,47.0,291.0,494.0,63.0,1402.0,449.0,0.0,32.0,1269.0,178.0,9.0,357.0,348.0,3945.0,3940.0,181.0
797,48439113109,4178,2093,,470.0,471.0,654.0,683.0,589.0,664.0,421.0,200.0,26.0,1954.0,116.0,785.0,932.0,121.0,3418.0,2699.0,235.0,2336.0,0.0,10.0,0.0,983.0,1230.0,133.0,2469.0,1260.0,2.0,206.0,1768.0,767.0,13.0,511.0,667.0,5961.0,3975.0,560.0
798,48497150500,6296,3536,,777.0,1104.0,741.0,847.0,695.0,980.0,589.0,443.0,120.0,2165.0,135.0,1114.0,902.0,14.0,4783.0,2901.0,320.0,2524.0,1.0,55.0,18.0,1735.0,693.0,170.0,5926.0,58.0,0.0,12.0,3405.0,2783.0,95.0,1262.0,403.0,5941.0,5907.0,1717.0
799,48231960500,3829,2054,,593.0,515.0,729.0,483.0,265.0,556.0,433.0,172.0,83.0,1564.0,398.0,764.0,402.0,0.0,2969.0,1740.0,142.0,1379.0,0.0,88.0,88.0,1015.0,368.0,172.0,2688.0,745.0,69.0,35.0,2425.0,403.0,55.0,630.0,268.0,7919.0,7919.0,865.0
800,48439111309,4814,2491,,685.0,1044.0,526.0,612.0,902.0,481.0,358.0,140.0,66.0,1542.0,52.0,615.0,860.0,15.0,3623.0,2374.0,313.0,2152.0,0.0,32.0,37.0,726.0,1399.0,96.0,3320.0,740.0,0.0,134.0,2897.0,920.0,27.0,879.0,436.0,5953.0,5953.0,838.0
801,48439102700,3508,1807,,363.0,164.0,790.0,891.0,301.0,473.0,333.0,135.0,58.0,1713.0,86.0,494.0,1025.0,108.0,3063.0,2515.0,285.0,2006.0,23.0,56.0,60.0,1456.0,619.0,70.0,3277.0,0.0,0.0,98.0,2831.0,481.0,65.0,359.0,1026.0,7772.0,7769.0,399.0
802,48085030526,10378,5449,,1749.0,1658.0,1079.0,1666.0,2167.0,1120.0,645.0,152.0,142.0,3486.0,43.0,553.0,2366.0,524.0,7452.0,5475.0,728.0,4778.0,0.0,21.0,49.0,1410.0,2715.0,723.0,8237.0,947.0,139.0,577.0,7163.0,1485.0,76.0,352.0,2335.0,6022.0,6022.0,499.0
803,48113000404,3682,1487,,243.0,178.0,818.0,728.0,625.0,422.0,458.0,92.0,118.0,1938.0,48.0,782.0,1026.0,82.0,3337.0,2487.0,366.0,2133.0,34.0,42.0,41.0,1194.0,1038.0,18.0,2615.0,180.0,0.0,336.0,1497.0,1651.0,42.0,391.0,969.0,7874.0,7858.0,918.0
804,48439113113,3996,1916,,340.0,336.0,1567.0,795.0,421.0,353.0,171.0,13.0,0.0,2258.0,78.0,757.0,1423.0,0.0,3443.0,3085.0,484.0,2764.0,64.0,74.0,0.0,1309.0,1593.0,0.0,1280.0,2020.0,21.0,471.0,1100.0,258.0,0.0,459.0,742.0,3999.0,0.0,265.0
805,48085031804,4468,2122,,249.0,824.0,1273.0,339.0,385.0,210.0,329.0,350.0,509.0,1917.0,268.0,649.0,794.0,206.0,4064.0,2123.0,113.0,1373.0,46.0,260.0,20.0,809.0,795.0,95.0,3507.0,142.0,10.0,631.0,2985.0,632.0,0.0,394.0,768.0,7954.0,3946.0,687.0
806,48113016612,13836,7021,,2043.0,2559.0,810.0,2166.0,1954.0,2105.0,1427.0,560.0,212.0,4265.0,112.0,926.0,3088.0,139.0,10153.0,8146.0,1275.0,7503.0,122.0,0.0,0.0,1487.0,5177.0,961.0,2910.0,10349.0,0.0,0.0,1708.0,1564.0,87.0,1649.0,2055.0,11974.0,11974.0,1039.0
807,48113001800,4566,2247,,57.0,22.0,2786.0,937.0,386.0,236.0,128.0,14.0,0.0,3051.0,136.0,704.0,1953.0,258.0,4487.0,4059.0,464.0,3548.0,60.0,61.0,83.0,1654.0,2010.0,88.0,4071.0,226.0,0.0,152.0,3585.0,554.0,0.0,263.0,1838.0,3996.0,2001.0,437.0
808,48113019040,6740,3501,,1364.0,630.0,1168.0,1416.0,560.0,622.0,632.0,263.0,85.0,2657.0,192.0,1055.0,1375.0,35.0,4890.0,3274.0,471.0,2780.0,93.0,7.0,0.0,1238.0,1546.0,96.0,1761.0,1882.0,25.0,2264.0,1477.0,621.0,71.0,571.0,1443.0,7962.0,5966.0,926.0
809,48121021628,6669,3515,,586.0,1006.0,883.0,909.0,1415.0,989.0,713.0,101.0,67.0,2689.0,69.0,809.0,1686.0,125.0,5230.0,4042.0,334.0,3483.0,119.0,0.0,0.0,894.0,2510.0,198.0,5125.0,266.0,58.0,1124.0,3862.0,1287.0,71.0,987.0,1490.0,5970.0,5975.0,960.0
810,48439113408,5492,2905,,841.0,637.0,696.0,651.0,854.0,541.0,719.0,338.0,215.0,2149.0,19.0,1230.0,870.0,30.0,4190.0,2928.0,434.0,2430.0,13.0,6.0,25.0,969.0,1233.0,272.0,4693.0,102.0,88.0,267.0,3608.0,1343.0,112.0,1331.0,298.0,9801.0,9788.0,1016.0
811,48113012100,6105,3261,,1236.0,1250.0,844.0,944.0,701.0,639.0,291.0,140.0,60.0,1940.0,226.0,1124.0,590.0,0.0,4070.0,2640.0,274.0,2282.0,199.0,16.0,7.0,636.0,1499.0,369.0,2911.0,2786.0,9.0,196.0,220.0,2970.0,177.0,1017.0,184.0,5968.0,5973.0,1956.0
812,48085031622,5801,2955,,553.0,880.0,483.0,746.0,763.0,916.0,1000.0,312.0,148.0,2204.0,42.0,575.0,1410.0,177.0,4672.0,3192.0,315.0,2671.0,53.0,19.0,0.0,919.0,1593.0,231.0,4175.0,578.0,0.0,898.0,3616.0,619.0,0.0,517.0,1315.0,5948.0,5949.0,457.0
813,48121021715,4537,2235,,524.0,524.0,574.0,603.0,680.0,965.0,362.0,246.0,59.0,1781.0,41.0,433.0,1245.0,62.0,3678.0,2764.0,202.0,2393.0,33.0,0.0,26.0,693.0,1586.0,173.0,3300.0,544.0,10.0,435.0,2808.0,589.0,58.0,747.0,908.0,7976.0,3983.0,534.0
814,48439102000,2706,1331,,106.0,171.0,856.0,483.0,302.0,212.0,164.0,214.0,198.0,1521.0,104.0,317.0,947.0,153.0,2539.0,1611.0,171.0,1322.0,46.0,53.0,70.0,834.0,569.0,88.0,2159.0,130.0,0.0,161.0,1768.0,617.0,2.0,193.0,804.0,3967.0,3952.0,404.0
815,48085031003,4768,2525,,630.0,895.0,418.0,909.0,493.0,626.0,582.0,164.0,51.0,1715.0,190.0,616.0,897.0,12.0,3550.0,2361.0,211.0,2042.0,44.0,13.0,10.0,463.0,1179.0,467.0,3974.0,555.0,5.0,94.0,2973.0,1095.0,33.0,1060.0,562.0,4002.0,4005.0,840.0
